"","title","created_at","updated_at","id","chamber","state","session","type","bill_id"
"4868","Relating to guardianships, substitutes for guardianships, and durable powers of attorney for persons with disabilities or who are incapacitated.","2017-03-11 08:34:57","2017-06-05 10:28:10","TXB00054725","lower","tx","85","bill","HB 3847"
"4869","Relating to a waiver of the statute of limitations in the prosecution of offenses against public administration, including ethics offenses.","2017-03-11 08:34:57","2017-06-05 10:28:36","TXB00054740","lower","tx","85","bill","HB 3817"
"4870","Relating to a franchise credit for entities that make certain railroad reconstruction or replacement expenditures.","2017-03-11 08:34:58","2017-06-05 10:28:24","TXB00054763","lower","tx","85","bill","HB 3566"
"4871","Relating to a student's eligibility to enroll in courses provided through the state virtual school network.","2017-03-11 08:34:58","2017-06-05 10:28:45","TXB00054766","lower","tx","85","bill","HB 3221"
"4872","Relating to reducing regulations on the application of certain pesticides by school district employees.","2017-03-11 08:34:58","2017-06-05 10:28:42","TXB00054805","lower","tx","85","bill","HB 3590"
"4873","Relating to the regulation of the conduct of certain counseling professions.","2017-03-11 08:34:58","2017-06-05 10:28:20","TXB00054809","lower","tx","85","bill","HB 3856"
"4874","Relating to voting by the qualified voters of a water or sewer district wholly or partly annexed by a municipality.","2017-03-11 08:34:58","2017-06-05 10:28:04","TXB00054812","lower","tx","85","bill","HB 3821"
"4875","Relating to the licensing and regulation of speech-language pathologists and audiologists by the Texas Board of Speech-Language Pathology and Audiology Examiners and to the Executive Council of Examiners of Physical Therapists, Occupational Therapists, and Speech-Language Pathologists and Audiologists; providing civil and administrative penalties; imposing fees.","2017-03-11 08:34:59","2017-06-05 10:28:02","TXB00054842","lower","tx","85","bill","HB 3852"
"4876","Relating to regulation of persons holding a certificate of self-insurance for establishment of financial responsibility for operating a motor vehicle.","2017-03-11 08:34:59","2017-06-05 10:28:23","TXB00054864","lower","tx","85","bill","HB 3616"
"4877","Relating to an occupational and life skills associate degree program offered by the Lone Star College System District.","2017-03-11 08:35:00","2017-06-05 10:28:11","TXB00054898","lower","tx","85","bill","HB 3568"
"4878","Relating to rules and policies of the Texas Education Agency regarding public involvement, complaints, negotiated rulemaking, alternative dispute resolution, and advisory committees.","2017-03-11 08:35:00","2017-06-05 10:28:21","TXB00054941","lower","tx","85","bill","HB 3815"
"4879","Relating to the creation of an additional judicial district composed of Hidalgo County.","2017-03-11 08:35:01","2017-06-05 10:28:39","TXB00054992","lower","tx","85","bill","HB 3235"
"4880","Relating to importing pharmaceuticals from a foreign country.","2017-03-11 08:35:02","2017-06-05 10:27:55","TXB00055003","lower","tx","85","bill","HB 3836"
"4881","Relating to an innovation grant program for community faith-based programs that collaborate with the Department of Family and Protective Services to improve foster care.","2017-03-11 08:35:02","2017-06-05 10:28:00","TXB00055005","lower","tx","85","bill","HB 3558"
"4882","Relating to voluntary and informed consent to an abortion and actions to be taken by an abortion provider to prevent coerced abortions and human trafficking.","2017-03-11 08:35:02","2017-06-05 10:28:50","TXB00055006","lower","tx","85","bill","HB 3246"
"4883","Relating to state fiscal matters; authorizing a fee.","2017-03-11 08:35:03","2017-06-05 10:28:47","TXB00055048","lower","tx","85","bill","HB 3850"
"4884","Relating to powers and duties of certain prescribers and dispensers of controlled substances and the regulatory agencies that issue a license, certification, or registration to the prescriber or dispenser; following the recommendations of the Sunset Advisory Commission.","2017-03-11 08:35:03","2017-06-05 10:28:43","TXB00055056","lower","tx","85","bill","HB 3208"
"4885","Relating to the approval of certain municipal ordinances affecting private property rights at an election.","2017-03-11 08:35:03","2017-06-05 10:28:47","TXB00055075","lower","tx","85","bill","HB 3624"
"4886","Relating to the establishment of a task force to conduct a comprehensive study on flood control infrastructure for Harris and Galveston Counties.","2017-03-11 08:35:03","2017-06-05 10:28:05","TXB00055076","lower","tx","85","bill","HB 3197"
"4887","Relating to the establishment of the Texas Higher Education Innovation Accelerator for public institutions of higher education.","2017-03-11 08:35:03","2017-06-05 10:28:06","TXB00055088","lower","tx","85","bill","HB 3610"
"4888","Relating to municipal infrastructure costs.","2017-03-11 08:35:04","2017-06-05 10:28:11","TXB00055104","lower","tx","85","bill","HB 3834"
"4889","Relating to the deadline for filing an application for a writ of habeas corpus in a death penalty case.","2017-03-11 08:35:05","2017-06-05 10:28:06","TXB00055139","lower","tx","85","bill","HB 3617"
"4890","Relating to an insurance premium tax credit for investment in certain communities.","2017-03-11 08:35:05","2017-06-05 10:28:09","TXB00055147","lower","tx","85","bill","HB 3630"
"4891","Relating to the eligibility of certain metropolitan rapid transit authorities to receive funding from certain settlements.","2017-03-11 08:35:05","2017-06-05 10:28:30","TXB00055151","lower","tx","85","bill","HB 3368"
"4892","Relating to the placement and use of video cameras in certain self-contained classrooms or other settings providing special education services.","2017-03-11 08:35:05","2017-06-05 10:28:26","TXB00055158","lower","tx","85","bill","HB 3155"
"4893","Relating to an appropriation of money from the economic stabilization fund to the permanent fund supporting military and veterans exemptions to fund tuition and fee exemptions for children of veterans.","2017-03-11 08:35:05","2017-06-05 10:28:46","TXB00055168","lower","tx","85","bill","HB 3837"
"4894","Relating to a wage increase for certain public school employees.","2017-03-11 08:35:07","2017-06-05 10:27:57","TXB00055237","lower","tx","85","bill","HB 3862"
"4895","Relating to the continuation and functions of the Executive Council of Physical Therapy and Occupational Therapy Examiners, the Texas Board of Physical Therapy Examiners, and the Texas Board of Occupational Therapy Examiners; authorizing a fee.","2017-03-11 08:35:07","2017-06-05 10:28:27","TXB00055238","lower","tx","85","bill","HB 3210"
"4896","Relating to authorizing the foster parent of a foster child to take certain actions to protect the child from violence and kidnapping.","2017-03-11 08:35:07","2017-06-05 10:27:39","TXB00055240","lower","tx","85","bill","HB 3562"
"4897","Relating to the mental health program for veterans.","2017-03-11 08:35:08","2017-06-05 10:27:59","TXB00055267","lower","tx","85","bill","HB 3556"
"4898","Relating to the option of providing an e-mail address on a voter registration application and certificate.","2017-03-11 08:35:08","2017-06-05 10:28:04","TXB00055284","lower","tx","85","bill","HB 3600"
"4899","Relating to the allocation of low income housing tax credits.","2017-03-11 08:35:08","2017-06-05 10:28:03","TXB00055288","lower","tx","85","bill","HB 3570"
"4900","Relating to the continuation and functions of the Texas Department of Transportation; authorizing an increase in rates charged for the use of state aircraft to provide for the acquisition of replacement aircraft.","2017-03-11 08:35:08","2017-06-05 10:28:06","TXB00055291","lower","tx","85","bill","HB 3207"
"4901","Relating to the authority of an advanced practice registered nurse or physician assistant to sign a death certificate or out-of-hospital do-not-resuscitate order.","2017-03-11 08:35:08","2017-06-05 10:28:48","TXB00055322","lower","tx","85","bill","HB 3857"
"4902","Relating to the prosecution of the offense of obstruction or retaliation.","2017-03-11 08:35:09","2017-06-05 10:28:02","TXB00055341","lower","tx","85","bill","HB 3858"
"4903","Relating to a temporary limitation on the total amount of ad valorem taxes that may be imposed by a taxing unit on a residence homestead rendered uninhabitable or unusable as a result of a natural disaster.","2017-03-11 08:35:09","2017-06-05 10:28:30","TXB00055345","lower","tx","85","bill","HB 3584"
"4904","Relating to the pretrial release of a defendant.","2017-03-11 08:35:09","2017-06-05 10:28:22","TXB00055365","lower","tx","85","bill","HB 3738"
"4905","Relating to the exemption of tuition and fees at public institutions of higher education for certain certified or licensed paramedics.","2017-03-11 08:35:10","2017-06-05 10:28:09","TXB00055413","lower","tx","85","bill","HB 3228"
"4906","Relating to payment standards for preferred provider benefit plans to reduce balance billing of insureds for out-of-network health care services.","2017-03-11 08:35:10","2017-06-05 10:27:53","TXB00055426","lower","tx","85","bill","HB 3814"
"4907","Relating to the eligibility requirements for a license to carry a handgun.","2017-03-11 08:35:11","2017-06-05 10:28:23","TXB00055464","lower","tx","85","bill","HB 3801"
"4908","Relating to the storage of certain alcoholic beverages by certain permit holders.","2017-03-11 08:35:11","2017-06-05 10:28:06","TXB00055481","lower","tx","85","bill","HB 3863"
"4909","Relating to the protection of expressive activities at public institutions of higher education.","2017-03-11 08:35:11","2017-06-05 10:28:31","TXB00055487","lower","tx","85","bill","HB 3866"
"4910","Relating to the Texas Economic Development Act.","2017-03-11 08:35:11","2017-06-05 10:28:22","TXB00055508","lower","tx","85","bill","HB 3176"
"4911","Relating to the punishment for possession of a small amount of a substance in Penalty Group 1 under the Texas Controlled Substances Act.","2017-03-11 08:35:11","2017-06-05 10:28:33","TXB00055509","lower","tx","85","bill","HB 3841"
"4912","Relating to the availability of certain school district financial information on certain districts' Internet websites.","2017-03-11 08:35:11","2017-06-05 10:28:15","TXB00055516","lower","tx","85","bill","HB 3597"
"4913","Relating to the definition of distinguished researcher for purposes of the governor's university research initiative.","2017-03-11 08:35:11","2017-06-05 10:28:28","TXB00055524","lower","tx","85","bill","HB 3245"
"4914","Relating to the appointment of bailiffs by district courts in Ector County.","2017-03-11 08:35:11","2017-06-05 10:28:05","TXB00055537","lower","tx","85","bill","HB 3613"
"4915","Relating to abandoned vehicles held by vehicle storage facilities.","2017-03-11 08:35:12","2017-06-05 10:28:17","TXB00055608","lower","tx","85","bill","HB 3622"
"4916","Relating to a sexual assault policy at public and private institutions of higher education.","2017-03-11 08:35:13","2017-06-05 10:28:00","TXB00055627","lower","tx","85","bill","HB 3818"
"4917","Relating to the authority of a property owner to contest the unequal appraisal for ad valorem tax purposes of property that is subject to an agreement to provide certain relief from ad valorem taxation.","2017-03-11 08:35:13","2017-06-05 10:28:42","TXB00055663","lower","tx","85","bill","HB 3230"
"4918","Relating to the acceptable examination pass rate for nursing educational programs.","2017-03-11 08:35:14","2017-06-05 10:27:56","TXB00055700","lower","tx","85","bill","HB 3578"
"4919","Relating to the approval by the Texas Department of Transportation of certain transportation projects of a regional mobility authority.","2017-03-11 08:35:14","2017-06-05 10:28:28","TXB00055710","lower","tx","85","bill","HB 3826"
"4920","Relating to eligibility for a TEXAS grant.","2017-03-11 08:35:14","2017-06-05 10:28:40","TXB00055720","lower","tx","85","bill","HB 3247"
"4921","Relating to motor vehicle weight enforcement by certain weight enforcement officers.","2017-03-11 08:35:14","2017-06-05 10:28:36","TXB00055743","lower","tx","85","bill","HB 3805"
"4922","Relating to civil liability for damages caused by a person while intoxicated or otherwise related to the person's intoxication.","2017-03-11 08:35:15","2017-06-05 10:28:27","TXB00055793","lower","tx","85","bill","HB 3869"
"4923","Relating to vehicles used in the maintenance of electrical power lines; creating a criminal offense.","2017-03-11 08:35:16","2017-06-05 10:28:46","TXB00055813","lower","tx","85","bill","HB 3612"
"4924","Relating to parental rights and information regarding certain intervention strategies used with public school students.","2017-03-11 08:35:16","2017-06-05 10:28:02","TXB00055838","lower","tx","85","bill","HB 3599"
"4925","Recognizing March 27-31, 2017, as Texas Retired Teachers Week.","2017-03-21 08:35:17","2017-06-05 10:28:47","TXB00056069","lower","tx","85","resolution","HR 965"
"4926","Commemorating the 10th anniversary of Hill Country Bible Church Leander.","2017-03-22 08:30:23","2017-06-05 10:28:20","TXB00056126","lower","tx","85","resolution","HR 1047"
"4927","Recognizing March 29, 2017, as Burleson County Day at the State Capitol.","2017-03-24 08:52:15","2017-06-05 10:28:26","TXB00056204","lower","tx","85","resolution","HR 1079"
"4928","Commemorating the 150th anniversary of the Chisholm Trail.","2017-03-25 09:08:01","2017-06-05 10:27:45","TXB00056226","lower","tx","85","resolution","HR 1087"
"4929","Recognizing March 28 and 29, 2017, as Collin County Days at the State Capitol.","2017-03-25 09:08:22","2017-06-05 10:28:34","TXB00056256","lower","tx","85","resolution","HR 1128"
"4930","Commending Caren Bright of Dallas for her support of Dallas-area mothers and children through Pamper Lake Highlands.","2017-03-28 09:03:41","2017-06-05 10:28:17","TXB00056309","lower","tx","85","resolution","HR 1132"
"4931","Recognizing March 28, 2017, as Upshur County Day at the State Capitol.","2017-03-28 09:03:46","2017-06-05 10:28:34","TXB00056321","lower","tx","85","resolution","HR 1155"
"4932","Recognizing March 28, 2017, as Permian Basin Petroleum Association Day at the State Capitol.","2017-03-28 09:03:46","2017-06-05 10:28:44","TXB00056322","lower","tx","85","resolution","HR 1135"
"4933","Honoring the United Health Foundation for its TOUCH partnership grant to the University of Houston.","2017-03-28 09:03:47","2017-06-05 10:28:27","TXB00056323","lower","tx","85","resolution","HR 1164"
"4934","Relating to the capacity of certain minors to consent to examination or medical treatment related to contraception.","2016-12-28 00:23:52","2017-06-05 10:28:51","TXB00047940","lower","tx","85","bill","HB 330"
"4935","Relating to the state's burden of proof in certain asset forfeiture proceedings under the Code of Criminal Procedure.","2016-12-28 00:23:53","2017-06-05 10:28:18","TXB00048140","lower","tx","85","bill","HB 155"
"4936","Relating to the admissibility of evidence in an asset forfeiture proceeding and the seizure and forfeiture of certain property.","2016-12-28 00:23:53","2017-06-05 10:28:34","TXB00048156","lower","tx","85","bill","HB 348"
"4937","Proposing a constitutional amendment requiring the governor's appointments to state boards, commissions, or other governing bodies of state agencies to reflect the gender composition of this state.","2016-12-28 00:23:53","2017-06-05 10:28:25","TXB00048175","lower","tx","85","joint resolution","HJR 29"
"4938","Supporting prayers, including the use of the word ""God,"" at public gatherings, and displays of the Ten Commandments in public educational institutions and other government buildings.","2016-12-28 00:23:53","2017-06-05 10:28:06","TXB00048286","lower","tx","85","concurrent resolution","HCR 39"
"4939","Relating to the phaseout and repeal of the franchise tax; lowering the rates of the tax.","2016-12-28 00:23:54","2017-06-05 10:28:50","TXB00048402","lower","tx","85","bill","HB 388"
"4940","Relating to the decrease of the rates of the franchise tax under certain circumstances and the expiration of that tax.","2016-12-28 00:23:54","2017-06-05 10:28:17","TXB00048440","lower","tx","85","bill","HB 599"
"4941","Relating to the award of court costs, storage fees, and attorney's fees in a criminal asset forfeiture proceeding.","2016-12-28 00:23:55","2017-06-05 10:27:54","TXB00048673","lower","tx","85","bill","HB 323"
"4942","Relating to the requirements for a driver education course.","2016-12-28 00:23:56","2017-06-05 10:28:48","TXB00048902","lower","tx","85","bill","HB 602"
"4943","Relating to the purchase of iron, steel, and manufactured goods made in the United States for certain state, state-aided, and governmental entity construction projects.","2016-12-29 17:45:31","2017-06-05 10:27:59","TXB00048983","lower","tx","85","bill","HB 770"
"4944","Relating to the issuance of a citation or notice to appear for certain misdemeanors punishable by a fine only.","2017-01-05 05:51:44","2017-06-05 10:28:24","TXB00049065","lower","tx","85","bill","HB 813"
"4945","Relating to the reporting and disposition of proceeds and property from criminal asset forfeiture.","2017-01-06 05:52:56","2017-06-05 10:27:52","TXB00049100","lower","tx","85","bill","HB 835"
"4946","Relating to the issuance of specialty license plates for Vietnam veterans.","2017-01-06 05:52:56","2017-06-05 10:27:56","TXB00049101","lower","tx","85","bill","HB 828"
"4947","Relating to the repeal of the franchise tax.","2017-01-18 03:03:25","2017-06-05 10:28:00","TXB00049478","lower","tx","85","bill","HB 1052"
"4948","Relating to approval and recording requirements for certain conveyances of land owned by political subdivisions to the United States.","2017-01-18 03:03:25","2017-06-05 10:28:04","TXB00049503","lower","tx","85","bill","HB 997"
"4949","Relating to the definition of ""affected person"" for purposes of a contested case hearing held by or for the Texas Commission on Environmental Quality regarding certain environmental permit applications.","2017-01-20 05:35:37","2017-06-05 10:27:54","TXB00049577","lower","tx","85","bill","HB 1115"
"4950","Relating to alternative resolution procedures for ad valorem tax suits brought under Chapter 42 of the Texas Property Tax Code for purposes of enhancing the public policy of this state of reducing the delay and the costs of litigation.","2017-01-25 05:38:56","2017-06-05 10:28:36","TXB00049908","lower","tx","85","bill","HB 1248"
"4951","Relating to asset forfeiture proceedings under the Code of Criminal Procedure.","2017-01-27 05:42:14","2017-06-05 10:28:26","TXB00050046","lower","tx","85","bill","HB 1301"
"4952","Relating to the application of the sales and use tax to certain services involving real property.","2017-01-28 05:42:17","2017-06-05 10:28:09","TXB00050097","lower","tx","85","bill","HB 1325"
"4953","Relating to repealing civil asset forfeiture provisions and establishing criminal asset forfeiture in this state.","2017-01-31 05:44:28","2017-06-05 10:28:40","TXB00050105","lower","tx","85","bill","HB 1364"
"4954","Relating to the use of an electronic recovery and access to data prepaid card reader to seize forfeitable property.","2017-02-02 06:06:09","2017-06-05 10:27:42","TXB00050373","lower","tx","85","bill","HB 1392"
"4955","Relating to the prohibition of certain pesticides on public road rights-of-way.","2017-02-04 05:53:42","2017-06-05 10:28:23","TXB00050546","lower","tx","85","bill","HB 1535"
"4956","Relating to adjustment of the rates of the franchise tax; providing for decreases in tax rates.","2017-02-08 06:08:42","2017-06-05 10:28:19","TXB00050761","lower","tx","85","bill","HB 1613"
"4957","Relating to certain required reports prepared by state agencies and other governmental entities.","2017-02-27 06:45:54","2017-06-05 10:28:41","TXB00051254","lower","tx","85","bill","HB 1885"
"4958","Relating to the reporting of certain state agency contract information and the posting of that information on the Internet.","2017-02-27 06:45:59","2017-06-05 10:28:10","TXB00051563","lower","tx","85","bill","HB 1851"
"4959","Recognizing March 1, 2017, as University of Houston--Victoria Day at the State Capitol.","2017-02-27 06:46:08","2017-06-05 10:28:39","TXB00052242","lower","tx","85","concurrent resolution","HCR 77"
"4960","Relating to the review and oversight of state agency contracts.","2017-02-27 06:46:09","2017-06-05 10:28:02","TXB00052288","lower","tx","85","bill","HB 1943"
"4961","Relating to abolishing the regulation of speech-language pathologists and audiologists.","2017-02-27 06:46:09","2017-06-05 10:28:51","TXB00052296","lower","tx","85","bill","HB 1684"
"4962","Relating to court-ordered financial support by parents of an adult with a medically determinable disability.","2017-03-02 07:02:37","2017-06-05 10:27:30","TXB00052752","lower","tx","85","bill","HB 2636"
"4963","Relating to the provision of on-campus mental health services by a school district and reimbursement under Medicaid for certain services provided to eligible students.","2017-03-04 07:16:45","2017-06-05 10:28:42","TXB00052976","lower","tx","85","bill","HB 2864"
"4964","Relating to the amount of the exemption from ad valorem taxation to which certain disabled veterans and the surviving spouses and children of certain veterans are entitled.","2017-03-04 07:16:49","2017-06-05 10:27:40","TXB00053053","lower","tx","85","bill","HB 2877"
"4965","Relating to an exemption from ad valorem taxation of a portion of the appraised value of the residence homestead of a veteran of the United States armed services who served in the armed services for a certain period.","2017-03-04 07:16:49","2017-06-05 10:28:10","TXB00053064","lower","tx","85","bill","HB 2887"
"4966","Relating to providing information regarding immunization requirements for admission to public elementary and secondary schools.","2017-03-04 07:16:51","2017-06-05 10:28:32","TXB00053102","lower","tx","85","bill","HB 2874"
"4967","Relating to the right of conscientious refusal of a health care service.","2017-03-04 07:16:51","2017-06-05 10:27:54","TXB00053107","lower","tx","85","bill","HB 2878"
"4968","Relating to the provision of funding under the foundation school program on the basis of property values that do not take into account optional homestead exemptions.","2017-03-04 07:16:53","2017-06-05 10:28:26","TXB00053146","lower","tx","85","bill","HB 2865"
"4969","Relating to toll project accommodation of high-occupancy mass transit facilities and vehicles.","2017-03-04 07:16:54","2017-06-05 10:28:18","TXB00053159","lower","tx","85","bill","HB 2857"
"4970","Relating to the contracts of the Edwards Aquifer recharge, storage, and recovery projects.","2017-03-04 07:16:54","2017-06-05 10:27:52","TXB00053172","lower","tx","85","bill","HB 2867"
"4971","Relating to the procedures for an application for a writ of habeas corpus in certain felony cases where the state agrees to relief.","2017-03-04 07:16:56","2017-06-05 10:28:50","TXB00053205","lower","tx","85","bill","HB 2873"
"4972","Relating to competitive and integrated employment of persons with disabilities.","2017-03-04 07:16:56","2017-06-05 10:27:48","TXB00053216","lower","tx","85","bill","HB 2732"
"4973","Relating to the authority of a county to relocate a road under provisions allowing the county to clarify the existence of a public interest in roads.","2017-03-04 07:16:58","2017-06-05 10:27:41","TXB00053236","lower","tx","85","bill","HB 2852"
"4974","Relating to the rights of wedding industry professionals and their employees in connection with the provision of goods, services, and facilities that would violate a sincerely held religious belief.","2017-03-04 07:16:59","2017-06-05 10:28:19","TXB00053252","lower","tx","85","bill","HB 2876"
"4975","Relating to a personal bond office and pretrial services in certain counties.","2017-03-07 07:40:09","2017-06-05 10:27:57","TXB00053329","lower","tx","85","bill","HB 2893"
"4976","Relating to the mental health first aid program training and reporting.","2017-03-07 07:40:18","2017-06-05 10:27:55","TXB00053476","lower","tx","85","bill","HB 2897"
"4977","Relating to costs of an election contest regarding a ballot measure.","2017-03-07 07:40:22","2017-06-05 10:28:23","TXB00053528","lower","tx","85","bill","HB 2889"
"4978","Relating to confidentiality of reports and related information for a solvency examination of an insurance carrier.","2017-03-11 08:34:41","2017-06-05 10:28:00","TXB00053706","lower","tx","85","bill","HB 3149"
"4979","Relating to the use of in-custody informant testimony in a criminal trial.","2017-03-11 08:34:42","2017-06-05 10:28:28","TXB00053744","lower","tx","85","bill","HB 3133"
"4980","Relating to the accommodation of a deaf or hard of hearing student in driver education; authorizing a fee.","2017-03-11 08:34:42","2017-06-05 10:28:51","TXB00053776","lower","tx","85","bill","HB 3140"
"4981","Relating to eliminating performance requirements for public school assessments as a criterion for promotion in certain grade levels and the use of individual graduation committees to satisfy certain public high school graduation requirements.","2017-03-11 08:34:44","2017-06-05 10:28:51","TXB00053857","lower","tx","85","bill","HB 3114"
"4982","Relating to early voting by mail by any qualified voter.","2017-03-11 08:34:44","2017-06-05 10:28:16","TXB00053877","lower","tx","85","bill","HB 3118"
"4983","Relating to measures to facilitate the transfer, academic progress, and timely graduation of students in public higher education.","2017-03-11 08:34:47","2017-06-05 10:28:32","TXB00054092","lower","tx","85","bill","HB 3105"
"4984","Relating to medical gas and vacuum piping systems testing in certain health facilities and voluntary tester registry.","2017-03-11 08:34:48","2017-06-05 10:28:44","TXB00054150","lower","tx","85","bill","HB 3111"
"4985","Relating to the authority of the State Commission on Judicial Conduct to discipline judges.","2017-03-11 08:34:52","2017-06-05 10:28:01","TXB00054382","lower","tx","85","bill","HB 3135"
"4986","Relating to mental health professional staffing requirements at certain public institutions of higher education.","2017-03-11 08:34:52","2017-06-05 10:28:03","TXB00054395","lower","tx","85","bill","HB 3143"
"4987","Relating to the appraisal of land for ad valorem tax purposes as qualified open-space land following a transfer between family members.","2017-03-11 08:34:55","2017-06-05 10:28:24","TXB00054566","lower","tx","85","bill","HB 3137"
"4988","Relating to increasing awareness of the dangers of exposing children to secondhand smoke.","2017-03-11 08:34:55","2017-06-05 10:28:25","TXB00054576","lower","tx","85","bill","HB 3120"
"4989","Relating to a report concerning health care providers participating in the breast and cervical cancer services program, the family planning program, and the Texas women's health program.","2017-03-11 08:34:55","2017-06-05 10:27:52","TXB00054587","lower","tx","85","bill","HB 3123"
"4990","Relating to the development of healthy nutrition and physical activity guidelines for public school teachers, public school administrators, and licensed child-care providers.","2017-03-11 08:34:55","2017-06-05 10:28:04","TXB00054609","lower","tx","85","bill","HB 3112"
"4991","Relating to certain agreements by architects and engineers in or in connection with certain construction contracts.","2017-03-11 08:34:59","2017-06-05 10:28:43","TXB00054837","lower","tx","85","bill","HB 3110"
"4992","Relating to the electronic recording and admissibility of certain custodial interrogations.","2017-03-11 08:35:04","2017-06-05 10:28:43","TXB00055093","lower","tx","85","bill","HB 3134"
"4993","Relating to notice for patients of freestanding emergency medical care facilities.","2017-03-11 08:35:05","2017-06-05 10:28:42","TXB00055169","lower","tx","85","bill","HB 3122"
"4994","Relating to coverage for certain services relating to postpartum depression under certain health benefit plans and the medical assistance and CHIP perinatal programs.","2017-03-11 08:35:09","2017-06-05 10:28:19","TXB00055356","lower","tx","85","bill","HB 3144"
"4995","Relating to the expunction of arrest records for and issuance of orders of nondisclosure for certain persons without the necessity of filing a petition; imposing a fee.","2017-03-11 08:35:10","2017-06-05 10:28:31","TXB00055420","lower","tx","85","bill","HB 3139"
"4996","Relating to a prohibition on the issuance of a permit under the Clean Air Act for a facility located within a five-mile radius of another permitted facility.","2017-03-11 08:35:11","2017-06-05 10:28:16","TXB00055466","lower","tx","85","bill","HB 3117"
"4997","Relating to continuing education training on civil process for constables.","2017-03-11 08:35:11","2017-06-05 10:27:52","TXB00055470","lower","tx","85","bill","HB 3113"
"4998","Relating to measures to prevent wrongful convictions.","2017-03-11 08:35:15","2017-06-05 10:28:31","TXB00055758","lower","tx","85","bill","HB 3127"
"4999","Recognizing the 2018 Dallas celebration of Cinco de Mayo.","2017-03-16 08:43:42","2017-06-05 10:28:47","TXB00055967","lower","tx","85","resolution","HR 914"
"5000","In memory of Ada ""Kitty"" Fenlaw.","2017-03-29 08:57:04","2017-06-05 10:27:50","TXB00056335","lower","tx","85","resolution","HR 1174"
"5001","Relating to the liability of a business that allows handguns to be carried on the business's premises.","2016-12-28 00:23:51","2017-06-05 10:28:28","TXB00047838","lower","tx","85","bill","HB 497"
"5002","Relating to liability limits in a health care liability claim.","2016-12-28 00:23:51","2017-06-05 10:28:40","TXB00047921","lower","tx","85","bill","HB 719"
"5003","Relating to open-enrollment charter schools that provide only prekindergarten programs.","2016-12-28 00:23:52","2017-06-05 10:28:19","TXB00048016","lower","tx","85","bill","HB 480"
"5004","Relating to the applicability of competitive bidding requirements to leases of radio towers and the land under radio towers procured by the Parks and Wildlife Department.","2016-12-28 00:23:53","2017-06-05 10:28:25","TXB00048161","lower","tx","85","bill","HB 449"
"5005","Relating to providing for the carrying of handguns without a license and to related offenses and penalties.","2016-12-28 00:23:53","2017-06-05 10:28:40","TXB00048257","lower","tx","85","bill","HB 375"
"5006","Relating to certain facilities transactions between school districts and charter schools.","2016-12-28 00:23:54","2017-06-05 10:28:35","TXB00048406","lower","tx","85","bill","HB 171"
"5007","Relating to the civil liability of certain businesses in connection with allowing or forbidding handguns on the business premises.","2016-12-28 00:23:54","2017-06-05 10:28:38","TXB00048466","lower","tx","85","bill","HB 447"
"5008","Relating to the civil liability of certain persons in connection with allowing or forbidding handguns on the premises of a business or apartment complex.","2016-12-28 00:23:55","2017-06-05 10:28:04","TXB00048585","lower","tx","85","bill","HB 556"
"5009","Relating to funding for open-enrollment charter schools.","2017-01-18 03:03:20","2017-06-05 10:27:59","TXB00049250","lower","tx","85","bill","HB 1039"
"5010","Relating to statutes of repose for certain claims involving the construction or repair of an improvement to real property or the attachment of equipment to real property.","2017-01-18 03:03:20","2017-06-05 10:28:42","TXB00049254","lower","tx","85","bill","HB 1053"
"5011","Relating to the effective date of certain actions taken by the commissioner of education against school districts that exceed the equalized wealth level and to reattachment of property detached from a school district by the commissioner of education to achieve the equalized wealth level.","2017-01-18 03:03:21","2017-06-05 10:28:24","TXB00049300","lower","tx","85","bill","HB 1059"
"5012","Relating to open-enrollment charter schools.","2017-01-26 05:40:28","2017-06-05 10:28:21","TXB00049982","lower","tx","85","bill","HB 1269"
"5013","Relating to standards for advertising land for sale in certain border counties before a subdivision plat for the land has been approved; affecting the prosecution of a criminal offense.","2017-01-28 05:42:15","2017-06-05 10:28:26","TXB00050081","lower","tx","85","bill","HB 1328"
"5014","Relating to the use of earnest money contracts and other offers for the sale of land before a subdivision plat is filed in certain border counties.","2017-02-02 06:06:04","2017-06-05 10:28:22","TXB00050258","lower","tx","85","bill","HB 1386"
"5015","Relating to the annual reporting of certain information regarding property and casualty insurance.","2017-02-04 05:53:42","2017-06-05 10:28:20","TXB00050551","lower","tx","85","bill","HB 1520"
"5016","Relating to the appeal of decisions by the Texas Department of Insurance regarding issuance of certain certificates of compliance under the Texas Windstorm Insurance Association Act.","2017-02-07 06:10:25","2017-06-05 10:28:08","TXB00050677","lower","tx","85","bill","HB 1587"
"5017","Relating to the use by a school district of certain undesignated funds in the district's general fund.","2017-02-27 06:45:47","2017-06-05 10:28:18","TXB00050826","lower","tx","85","bill","HB 2340"
"5018","Relating to the use of the Plains Junction Trail by adjoining landowners.","2017-02-27 06:45:52","2017-06-05 10:28:02","TXB00051116","lower","tx","85","bill","HB 1875"
"5019","Relating to the continuation of certain public benefits, including medical assistance, for individuals after release from confinement in a county jail.","2017-02-27 06:45:54","2017-06-05 10:28:46","TXB00051277","lower","tx","85","bill","HB 1734"
"5020","Relating to the establishment of a program for the collection, transportation, and recycling of architectural paint.","2017-02-27 06:45:56","2017-06-05 10:28:21","TXB00051415","lower","tx","85","bill","HB 2125"
