"","last_name","updated_at","nimsp_candidate_id","full_name","+district_address","first_name","middle_name","id","state","votesmart_id","leg_id","active","transparencydata_id","photo_url","+capital_address","url","country","created_at","level","suffixes","district","party","email","nimsp_id","chamber","nickname","+birth_date"
"23","Guillen","2017-06-20 10:17:51","111937","Ryan Guillen"," 100 North F.M. 3167, Suite 212
Rio Grande City, TX 78582
(956) 716-4838","Ryan","","TXL000268","tx","49248","TXL000268",TRUE,"68d49bea969c490fa52053e6868f9e5a","http://www.house.state.tx.us/photos/members/3045.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0416","http://www.house.state.tx.us/members/member-page/?district=31","us","2010-06-19 03:51:42","state","","31","Democratic","","7024","lower",NA,NA
"24","Gutierrez","2017-06-20 10:17:51","111938","Roland Gutierrez"," 3319 Sidney Brooks,, Building 510, Suite 2
San Antonio, TX 78235
(210) 532-2758","Roland","","TXL000269","tx","106951","TXL000269",TRUE,"70e6b7324a324c2880d8de66b5c70b8b","http://www.house.state.tx.us/photos/members/3025.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0452","http://www.house.state.tx.us/members/member-page/?district=119","us","2010-06-19 03:51:42","state","","119","Democratic","","9818","lower",NA,NA
"25","Hernandez","2017-06-20 10:17:51","111951","Ana Hernandez"," 1233 Mercury Drive
Houston, TX 77029
(713) 675-8596","Ana","","TXL000277","tx","59301","TXL000277",TRUE,"f91328864f534e9497c368727a4bd2a9","http://www.house.state.tx.us/photos/members/3155.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0614","http://www.house.state.tx.us/members/member-page/?district=143","us","2010-06-19 03:51:42","state","","143","Democratic","","8140","lower","",NA
"26","Herrero","2017-06-20 10:17:51","111952","Abel Herrero",NA,"Abel","","TXL000278","tx","50002","TXL000278",TRUE,"97d57b22544b4c49bf4f1c9fb060eee9","http://www.house.state.tx.us/photos/members/3140.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=34","us","2010-06-19 03:51:42","state","","34","Democratic","","7072","lower",NA,NA
"27","Howard","2017-06-20 10:17:51","111967","Donna Howard"," P.O. Box 2910
Austin, TX 78768
(512) 463-0631","Donna","","TXL000283","tx","59196","TXL000283",TRUE,"3e92add174ea487c90840f176cf03fa3","http://www.house.state.tx.us/photos/members/3310.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0631","http://www.house.state.tx.us/members/member-page/?district=48","us","2010-06-19 03:51:42","state","","48","Democratic","","8118","lower",NA,NA
"28","Hunter","2017-06-20 10:17:51","111971","Todd Hunter"," 15217 S.P.I. Drive, #205
Corpus Christi, TX 78418
(361) 949-4603","Todd","","TXL000286","tx","5532","TXL000286",TRUE,"deb295fb213a4f6e900d5e46059d9074","http://www.house.state.tx.us/photos/members/3365.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0672","http://www.house.state.tx.us/members/member-page/?district=32","us","2010-06-19 03:51:42","state","","32","Republican","","1181","lower",NA,NA
"29","Johnson","2017-06-20 10:17:51",NA,"Eric Johnson"," 1409 South Lamar St., Ste. 9
Dallas, TX 75215
(214) 565-5663","Eric","","TXL000289","tx","116968","TXL000289",TRUE,"fa8dbe9e95d34d06be48b85a820984fb","http://www.house.state.tx.us/photos/members/3345.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0586","http://www.house.state.tx.us/members/member-page/?district=100","us","2010-06-19 03:51:42","state","","100","Democratic","",NA,"lower",NA,NA
"30","King","2017-06-20 10:17:51","112336","Tracy King"," 1995 Williams Street
Eagle Pass, TX 78852
(830) 773-0860","Tracy O.","","TXL000294","tx","5540","TXL000294",TRUE,"1a8493ae3052435689d8cf9814d78a9b","http://www.house.state.tx.us/photos/members/3465.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0194","http://www.house.state.tx.us/members/member-page/?district=80","us","2010-06-19 03:51:42","state","","80","Democratic","","1186","lower",NA,NA
"31","King","2017-06-20 10:17:50","100011","Phil King"," 2110 Fort Worth Hwy.
Weatherford, TX 76086
(817) 596-4796","Phil","","TXL000295","tx","25435","TXL000295",TRUE,"651993e8729047bfadd81a0cdb716a18","http://www.house.state.tx.us/photos/members/3470.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0738","http://www.house.state.tx.us/members/member-page/?district=61","us","2010-06-19 03:51:42","state","","61","Republican","","4026","lower",NA,NA
"32","Laubenberg","2017-06-20 10:17:51","111999","Jodie Laubenberg"," 206 North Murphy Road
Murphy, TX 75094
(972) 424-6810","Jodie","","TXL000299","tx","50001","TXL000299",TRUE,"cc4eea7ceac545d494e1e2b0a96996f7","http://www.house.state.tx.us/photos/members/3540.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0186","http://www.house.state.tx.us/members/member-page/?district=89","us","2010-06-19 03:51:42","state","","89","Republican","","7071","lower",NA,NA
"33","Martinez","2017-06-20 10:17:51","112016","Armando Martinez"," 800 West Railroad Street,, Rm H-111
Weslaco, TX 78596
(956) 447-9473","Armando ""Mando""","","TXL000308","tx","49304","TXL000308",TRUE,"6af7b50713124edbbdef0479a44b82bc","http://www.house.state.tx.us/photos/members/3780.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0530","http://www.house.state.tx.us/members/member-page/?district=39","us","2010-06-19 03:51:42","state","","39","Democratic","","7026","lower",NA,NA
"34","Moody","2017-06-20 10:17:51","100029","Joseph Moody",NA,"Joe","","TXL000317","tx","102266","TXL000317",TRUE,"b1d31d6bc75b4cfcbb964848764539e4","http://www.house.state.tx.us/photos/members/3850.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=78","us","2010-06-19 03:51:42","state","","78","Democratic","","9293","lower",NA,NA
"35","Morrison","2017-06-20 10:17:51","112041","Geanie Morrison"," 1908 North Laurent,, Suite 500
Victoria, TX 77901
(361) 572-0196","Geanie W.","","TXL000318","tx","25497","TXL000318",TRUE,"f186aa3d2f01495d8803d126902d75c9","http://www.house.state.tx.us/photos/members/3870.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0456","http://www.house.state.tx.us/members/member-page/?district=30","us","2010-06-19 03:51:42","state","","30","Republican","","4030","lower",NA,NA
"36","Oliveira","2017-06-20 10:15:30","100034","Rene Oliveira"," 855 West Price Road, Suite 22
Brownsville, TX 78520
(956) 542-1828","René O.","","TXL000320","tx","5560","TXL000320",TRUE,"a207ac5f95b44b2d9ab97c0272f80df9","http://www.house.state.tx.us/photos/members/3880.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0640","http://www.house.state.tx.us/members/member-page/?district=37","us","2010-06-19 03:51:42","state","","37","Democratic","","1197","lower",NA,NA
"37","Parker","2017-06-20 10:17:51","112060","Tan Parker"," 800 Parker Square, Suite 245
Flower Mound, TX 75028
(972) 724-8477","Tan","","TXL000325","tx","59370","TXL000325",TRUE,"4601e56aac2b4ede974d6fdc0983fd2a","http://www.house.state.tx.us/photos/members/4090.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0688","http://www.house.state.tx.us/members/member-page/?district=63","us","2010-06-19 03:51:42","state","","63","Republican","","8153","lower",NA,NA
"38","Phillips","2017-06-20 10:17:51","112067","Larry Phillips"," 421 North Crockett
Sherman, TX 75090
(903) 891-7297","Larry","","TXL000329","tx","49937","TXL000329",TRUE,"a8a76e75150949818a26d8aa2f5e1f63","http://www.house.state.tx.us/photos/members/4160.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0297","http://www.house.state.tx.us/members/member-page/?district=62","us","2010-06-19 03:51:42","state","","62","Republican","","7066","lower",NA,NA
"39","Pickett","2017-06-20 10:15:30","112069","Joe Pickett"," 1790 Lee Trevino,, #307
El Paso, TX 79936
(915) 590-4349","Joe C.","","TXL000331","tx","5563","TXL000331",TRUE,"9398fd8c4d594f9b9f0af7383cc3df30","http://www.house.state.tx.us/photos/members/4180.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0596","http://www.house.state.tx.us/members/member-page/?district=79","us","2010-06-19 03:51:42","state","","79","Democratic","","1198","lower",NA,NA
"40","Raymond","2017-06-20 10:17:51","112080","Richard Peña Raymond"," 1110 Houston St.,, Third Floor
Laredo, TX 78040
(956) 753-7722","Richard Peña","","TXL000334","tx","5571","TXL000334",TRUE,"eba8da00fdcd4ead93a169e21c23c33d","http://www.house.state.tx.us/photos/members/4215.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0558","http://www.house.state.tx.us/members/member-page/?district=42","us","2010-06-19 03:51:42","state","","42","Democratic","","1201","lower","",NA
"41","Rodriguez","2017-06-20 10:17:51","112087","Eddie Rodriguez"," P.O. Box 2910
Austin, TX 78768
(512) 463-0674","Eddie","","TXL000338","tx","49637","TXL000338",TRUE,"52bae7ea9df949e6b7a431d5444db201","http://www.house.state.tx.us/photos/members/4270.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0674","http://www.house.state.tx.us/members/member-page/?district=51","us","2010-06-19 03:51:42","state","","51","Democratic","","7045","lower",NA,NA
"42","Smithee","2017-06-20 10:17:51","112105","John Smithee"," 320 S. Polk, 1st Floor,, Lobby Box 28
Amarillo, TX 79101
(806) 372-3327","John T.","","TXL000344","tx","5581","TXL000344",TRUE,"a902eb4f71aa42f595e912b72425ac04","http://www.house.state.tx.us/photos/members/4530.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0702","http://www.house.state.tx.us/members/member-page/?district=86","us","2010-06-19 03:51:42","state","","86","Republican","","1203","lower",NA,NA
"43","Straus","2017-06-20 10:15:30","112113","Joe Straus"," 7373 Broadway, Suite 202A
San Antonio, TX 78209
(210) 828-4411","Joe","","TXL000347","tx","49917","TXL000347",TRUE,"86be597536624f9e98eacf50981f50e8","http://www.house.state.tx.us/photos/members/4565.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-1000","http://www.house.state.tx.us/members/member-page/?district=121","us","2010-06-19 03:51:42","state","","121","Republican","","7064","lower",NA,NA
"44","Thompson","2017-06-20 10:17:51","112122","Senfronia Thompson"," 10527 Homestead Road
Houston, TX 77016
(713) 633-3390","Senfronia","","TXL000352","tx","8012","TXL000352",TRUE,"834e37faaa95458b968a4fb721926c9d","http://www.house.state.tx.us/photos/members/4630.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0720","http://www.house.state.tx.us/members/member-page/?district=141","us","2010-06-19 03:51:42","state","","141","Democratic","","2049","lower",NA,NA
"45","Turner","2017-06-20 10:17:51","112128","Chris Turner",NA,"Chris","","TXL000354","tx","102270","TXL000354",TRUE,"07f826f8e5ff4b6ebf695774a7b5f8ce","http://www.house.state.tx.us/photos/members/4680.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=101","us","2010-06-19 03:51:42","state","","101","Democratic","","9295","lower",NA,NA
"46","Vo","2017-06-20 10:17:51","112139","Hubert Vo"," 7474 South Kirkwood, Suite 106
Houston, TX 77072
(281) 988-0212","Hubert","","TXL000359","tx","49576","TXL000359",TRUE,"60de2fe921114d62bf726502f4126746","http://www.house.state.tx.us/photos/members/4900.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0568","http://www.house.state.tx.us/members/member-page/?district=149","us","2010-06-19 03:51:42","state","","149","Democratic","","7039","lower",NA,NA
"47","Walle","2017-06-20 10:17:51","100069","Armando Walle"," 150 W. Parker Rd., Suite 700
Houston, TX 77076
(713) 694-8620","Armando","","TXL000360","tx","102289","TXL000360",TRUE,"7a582fbdca7c4ad890d5bbb84e7d1082","http://www.house.state.tx.us/photos/members/4930.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0924","http://www.house.state.tx.us/members/member-page/?district=140","us","2010-06-19 03:51:42","state","","140","Democratic","","9299","lower",NA,NA
"48","Zerwas","2017-06-20 10:17:51","112158","John Zerwas"," P.O. Box 434
Simonton, TX 77476
(281) 533-9042","John","","TXL000363","tx","56718","TXL000363",TRUE,"1491b7da52fb43a396a24d82c9fbe12b","http://www.house.state.tx.us/photos/members/5170.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0657","http://www.house.state.tx.us/members/member-page/?district=28","us","2010-06-19 03:51:42","state","","28","Republican","","7805","lower",NA,NA
"49","Anderson","2017-06-20 10:17:51",NA,"Rodney Anderson"," P.O. Box 2910
Austin, TX 78768","Rodney","","TXL000370","tx","117471","TXL000370",TRUE,"bdd473b540274af38046b19a727dc1d1","http://www.house.state.tx.us/photos/members/2215.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0694","http://www.house.state.tx.us/members/member-page/?district=105","us","2011-01-14 22:24:08","state","","105","Republican","",NA,"lower",NA,NA
"50","Burkett","2017-06-20 10:17:51",NA,"Cindy Burkett"," 18601 LBJ Freeway, Ste. 401
Mesquite, TX 75150
(972) 681-6311","Cindy","","TXL000373","tx","117468","TXL000373",TRUE,"499bfd97eedf4c698b876f1ca8088d28","http://www.house.state.tx.us/photos/members/2195.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0464","http://www.house.state.tx.us/members/member-page/?district=113","us","2011-01-14 22:24:08","state","","113","Republican","",NA,"lower",NA,NA
"51","Davis","2017-06-20 10:17:51",NA,"Sarah Davis"," P.O. Box 2910
Austin, TX 78768","Sarah","","TXL000378","tx","117479","TXL000378",TRUE,"fa4225e7b2fa42be81d774d1a07f7a72","http://www.house.state.tx.us/photos/members/2305.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0389","http://www.house.state.tx.us/members/member-page/?district=134","us","2011-01-14 22:24:08","state","","134","Republican","",NA,"lower",NA,NA
"52","Frullo","2017-06-20 10:17:51",NA,"John Frullo"," 4601 50th St, Suite 216
Lubbock, TX 79414
(806) 763-2366","John","","TXL000379","tx","117461","TXL000379",TRUE,"2f51702577de4ea5af3b284ae81adae7","http://www.house.state.tx.us/photos/members/2005.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0676","http://www.house.state.tx.us/members/member-page/?district=84","us","2011-01-14 22:24:08","state","","84","Republican","",NA,"lower",NA,NA
"53","Gonzales","2017-06-20 10:17:51",NA,"Larry Gonzales"," 1801 East Old Settlers Blvd.
Round Rock, TX 78664","Larry","","TXL000381","tx","117456","TXL000381",TRUE,"b4aa620887ae49b688c6b532a8f12afb","http://www.house.state.tx.us/photos/members/2080.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0670","http://www.house.state.tx.us/members/member-page/?district=52","us","2011-01-14 22:24:08","state","","52","Republican","",NA,"lower",NA,NA
"54","Huberty","2017-06-20 10:17:51",NA,"Dan Huberty"," 4501 Magnolia Cove Dr. #201
Kingwood, TX 77345
(281) 359-2141","Dan","","TXL000385","tx","117477","TXL000385",TRUE,"f119389eadda4b8191b2bd7b2c1b1500","http://www.house.state.tx.us/photos/members/2285.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0520","http://www.house.state.tx.us/members/member-page/?district=127","us","2011-01-14 22:24:08","state","","127","Republican","",NA,"lower",NA,NA
"55","Isaac","2017-06-20 10:17:50",NA,"Jason Isaac"," 100 Commons  Roads #7-125
Dripping Springs, TX 78620
(512) 850-5524","Jason","","TXL000386","tx","116946","TXL000386",TRUE,"f2645a08021044a2861b0241a4ccfda3","http://www.house.state.tx.us/photos/members/2070.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0647","http://www.house.state.tx.us/members/member-page/?district=45","us","2011-01-14 22:24:08","state","","45","Republican","",NA,"lower",NA,NA
"56","Kuempel","2017-06-20 10:17:51",NA,"John Kuempel"," 523 E. Donegan
Seguin, TX 78155
(830) 379-8732","John","","TXL000387","tx","128461","TXL000387",TRUE,"a83ceff11cec4ea49e20e7377f343233","http://www.house.state.tx.us/photos/members/2310.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0602","http://www.house.state.tx.us/members/member-page/?district=44","us","2011-01-14 22:24:08","state","","44","Republican","",NA,"lower",NA,NA
"57","Larson","2017-06-20 10:17:51",NA,"Lyle Larson"," 14607 San Pedro, Ste. 180
San Antonio, TX 78232","Lyle","","TXL000389","tx","98049","TXL000389",TRUE,"bb586f9962da4e7a92f30fc16416fbf1","http://www.house.state.tx.us/photos/members/2245.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0646","http://www.house.state.tx.us/members/member-page/?district=122","us","2011-01-14 22:24:08","state","","122","Republican","",NA,"lower",NA,NA
"58","Lozano","2017-06-20 10:17:51",NA,"J. M. Lozano"," 635 East King Ave.
Kingsville, TX 78363
(361) 595-1550","J. M.","","TXL000391","tx","116981","TXL000391",TRUE,"a8228ad890664efb9a137ecf152c56ad","http://www.house.state.tx.us/photos/members/2065.jpg"," P.O. Box 2910
Austin, TX 78768
(512) 463-0463","http://www.house.state.tx.us/members/member-page/?district=43","us","2011-01-14 22:24:08","state","","43","Republican","",NA,"lower",NA,NA
